id_location;id_categorie_film;id_client;id_langue_film;montant;date_location;date_retour;date_paiement;id_acteur_principal
24336;10;172;1;4.99;20220820;20220827;20220228;116
24353;6;174;1;5.99;20220819;20220826;20220205;71
24362;7;175;1;6.99;20220820;20220829;20220224;138
24370;6;176;1;2.99;20220818;20220822;20220215;30
24379;15;177;1;2.99;20220801;20220802;20220223;160
24380;13;177;1;0.99;20220801;20220803;20220215;62
24383;15;177;1;6.99;20220817;20220826;20220207;119
24392;12;178;1;6.99;20220817;20220825;20220202;139
24414;6;180;1;2.99;20220819;20220823;20220209;151
24417;16;180;1;0.99;20220820;20220821;20220225;59
24429;11;181;1;2.99;20220819;20220823;20220204;44
24440;15;182;1;2.99;20220819;20220820;20220224;25
24442;14;182;1;6.99;20220822;20220828;20220226;5
24444;12;183;1;5.99;20220801;20220809;20220207;134
24458;7;184;1;5.99;20220821;20220830;20220217;107
24460;1;185;1;0.99;20220802;20220805;20220215;61
24466;2;186;1;0.99;20220817;20220818;20220216;57
24467;13;186;1;5.99;20220818;20220825;20220226;140
24469;5;186;1;6.99;20220819;20220827;20220204;16
24471;7;186;1;3.99;20220820;20220826;20220208;86
24485;11;187;1;4.99;20220822;20220825;20220209;39
24486;4;187;1;2.99;20220823;20220825;20220206;166
24488;11;188;1;5.99;20220801;20220808;20220218;157
24499;7;188;1;4.99;20220823;20220823;20220221;175
24510;7;190;1;0.99;20220817;20220823;20220221;108
24515;16;190;1;4.99;20220821;20220830;20220216;108
24517;7;190;1;0.99;20220821;20220825;20220225;97
24524;5;192;1;5.99;20220819;20220826;20220211;61
24528;11;192;1;6.99;20220821;20220828;20220205;35
24535;10;193;1;2.99;20220821;20220823;20220204;142
24550;12;195;1;0.99;20220819;20220822;20220228;96
24557;1;196;1;0.99;20220819;20220823;20220213;157
24561;9;196;1;0.99;20220823;20220824;20220223;146
24570;1;197;1;1.99;20220817;20220824;20220201;117
24571;2;197;1;0.99;20220818;20220822;20220204;125
24572;6;197;1;3.99;20220820;20220826;20220211;160
24580;8;198;1;6.99;20220817;20220822;20220213;116
24581;8;198;1;2.99;20220817;20220821;20220227;85
24595;7;199;1;8.99;20220801;20220810;20220221;130
24606;7;200;1;4.99;20220823;20220827;20220209;108
24613;7;201;1;4.99;20220819;20220822;20220213;182
24615;15;201;1;3.99;20220820;20220826;20220214;115
24617;16;201;1;2.99;20220821;20220824;20220207;118
24631;9;209;1;6.99;20220821;20220828;20220213;141
24637;13;210;1;2.99;20220819;20220824;20220218;69
24638;1;210;1;4.99;20220819;20220822;20220223;99
24640;3;210;1;6.99;20220821;20220826;20220220;29
24648;1;211;1;0.99;20220818;20220821;20220211;84
24649;12;211;1;4.99;20220818;20220819;20220222;85
24656;10;211;1;6.99;20220823;20220828;20220218;183
24676;9;214;1;4.99;20220818;20220823;20220215;42
24680;12;214;1;0.99;20220820;20220827;20220226;27
24684;3;214;1;0.99;20220821;20220826;20220202;110
24687;15;215;1;2.99;20220818;20220819;20220221;101
24690;16;215;1;0.99;20220821;20220823;20220208;114
24691;5;215;1;4.99;20220822;20220827;20220207;35
24693;3;215;1;2.99;20220823;20220824;20220227;190
24703;11;216;1;2.99;20220822;20220825;20220204;77
24709;10;217;1;4.99;20220817;20220824;20220211;161
24713;10;217;1;2.99;20220822;20220831;20220215;197
24720;6;218;1;0.99;20220823;20220827;20220206;116
24722;8;219;1;0.99;20220817;20220822;20220202;43
24729;1;220;1;4.99;20220802;20220805;20220212;183
24738;15;220;1;4.99;20220820;20220823;20220210;83
24741;7;221;1;4.99;20220817;20220824;20220224;111
24744;7;221;1;3.99;20220818;20220825;20220202;127
24749;2;221;1;8.99;20220822;20220829;20220211;19
24757;14;223;1;7.99;20220822;20220830;20220202;29
24758;9;223;1;5.99;20220823;20220901;20220226;121
24767;9;224;1;2.99;20220822;20220824;20220227;191
24775;5;225;1;5.99;20220821;20220828;20220212;44
24782;12;226;1;2.99;20220823;20220825;20220202;141
24784;3;226;1;2.99;20220823;20220829;20220224;149
24786;10;227;1;3.99;20220802;20220806;20220222;15
24793;4;228;1;2.99;20220819;20220820;20220221;175
24798;3;229;1;4.99;20220819;20220825;20220205;52
24811;4;230;1;2.99;20220821;20220825;20220218;92
24812;15;231;1;2.99;20220802;20220807;20220209;77
24829;10;232;1;2.99;20220823;20220825;20220206;178
24839;3;234;1;4.99;20220802;20220809;20220217;168
24845;9;234;1;5.99;20220819;20220824;20220208;140
24848;4;234;1;2.99;20220822;20220829;20220215;78
24860;16;236;1;2.99;20220819;20220825;20220206;134
24861;4;236;1;7.99;20220819;20220828;20220209;108
24863;9;236;1;7.99;20220821;20220829;20220205;131
24866;3;237;1;11.99;20220802;20220811;20220207;22
24872;15;237;1;3.99;20220821;20220827;20220223;101
24878;14;238;1;2.99;20220817;20220822;20220222;10
24879;3;238;1;2.99;20220817;20220823;20220213;13
24889;16;239;1;1.99;20220818;20220822;20220214;110
24890;10;239;1;4.99;20220819;20220820;20220210;37
24893;9;239;1;1.99;20220820;20220825;20220208;179
24894;6;240;1;7.99;20220801;20220809;20220206;70
24896;3;240;1;6.99;20220818;20220823;20220227;68
24898;16;240;1;4.99;20220819;20220820;20220201;59
24900;5;240;1;2.99;20220821;20220823;20220209;108
24903;3;241;1;2.99;20220801;20220803;20220210;151
24907;13;241;1;2.99;20220819;20220821;20220228;48
24910;6;241;1;0.99;20220822;20220829;20220228;55
24915;6;242;1;4.99;20220801;20220802;20220218;125
24925;4;242;1;5.99;20220820;20220829;20220203;78
24930;1;243;1;2.99;20220820;20220823;20220202;188
24933;6;243;1;1.99;20220821;20220826;20220228;10
24937;9;244;1;0.99;20220802;20220806;20220224;26
24961;16;247;1;2.99;20220802;20220806;20220225;75
24962;6;247;1;2.99;20220802;20220803;20220205;163
24964;10;247;1;4.99;20220818;20220820;20220219;42
24970;14;248;1;4.99;20220801;20220804;20220217;142
24990;2;251;1;3.99;20220817;20220825;20220205;96
24992;9;251;1;2.99;20220819;20220822;20220219;57
24995;6;251;1;0.99;20220821;20220822;20220207;197
25002;15;252;1;5.99;20220820;20220828;20220207;68
25005;4;253;1;2.99;20220801;20220807;20220224;104
25009;13;253;1;5.99;20220819;20220828;20220225;128
25013;7;253;1;4.99;20220821;20220822;20220218;29
25030;11;255;1;0.99;20220819;20220825;20220219;136
25042;15;256;1;3.99;20220821;20220830;20220202;155
25044;10;256;1;4.99;20220823;20220901;20220216;39
25049;10;257;1;1.99;20220817;20220824;20220202;181
25061;6;258;1;4.99;20220801;20220807;20220219;151
25062;8;258;1;5.99;20220801;20220808;20220226;53
25067;8;258;1;4.99;20220820;20220828;20220204;47
25071;13;259;1;3.99;20220801;20220807;20220227;191
25077;4;259;1;4.99;20220819;20220821;20220226;197
25083;15;259;1;10.99;20220822;20220901;20220225;148
25089;15;260;1;3.99;20220820;20220827;20220208;158
25092;5;260;1;2.99;20220820;20220822;20220216;13
25093;8;260;1;2.99;20220821;20220826;20220226;50
25094;13;260;1;7.99;20220821;20220828;20220201;157
25099;5;261;1;6.99;20220818;20220825;20220219;23
25105;1;262;1;0.99;20220801;20220803;20220226;47
25113;11;262;1;0.99;20220823;20220824;20220221;158
25119;2;263;1;2.99;20220802;20220808;20220218;56
25128;10;264;1;2.99;20220801;20220802;20220203;107
25130;14;264;1;0.99;20220816;20220822;20220219;56
25135;2;264;1;4.99;20220823;20220831;20220207;9
25137;3;265;1;3.99;20220802;20220807;20220225;125
25138;12;265;1;1.99;20220818;20220822;20220215;60
25159;7;266;1;0.99;20220822;20220824;20220220;150
25170;3;268;1;6.99;20220710;20220718;20220202;16
25174;11;268;1;7.99;20220730;20220806;20220201;103
25182;4;269;1;4.99;20220712;20220721;20220228;181
25185;2;269;1;2.99;20220728;20220801;20220208;49
25189;6;270;1;4.99;20220712;20220715;20220227;85
25194;11;271;1;2.99;20220708;20220713;20220226;161
25199;4;271;1;0.99;20220729;20220804;20220201;77
25213;15;273;1;8.99;20220712;20220719;20220217;102
25214;14;273;1;1.99;20220712;20220716;20220210;4
25215;1;273;1;2.99;20220712;20220716;20220218;113
25218;14;273;1;4.99;20220730;20220731;20220205;200
25241;8;275;1;2.99;20220730;20220805;20220213;78
25258;3;277;1;2.99;20220710;20220713;20220206;89
25261;8;277;1;4.99;20220727;20220729;20220209;50
25275;2;279;1;7.99;20220708;20220718;20220209;174
25276;14;279;1;2.99;20220709;20220712;20220202;116
25279;8;279;1;2.99;20220728;20220802;20220204;132
25283;9;280;1;4.99;20220708;20220710;20220228;157
25287;13;280;1;0.99;20220729;20220731;20220228;63
25288;9;280;1;0.99;20220729;20220730;20220202;100
25295;2;281;1;6.99;20220708;20220717;20220204;185
25297;3;281;1;0.99;20220712;20220715;20220211;97
25300;1;281;1;0.99;20220728;20220802;20220222;182
25315;4;282;1;1.99;20220730;20220807;20220214;157
25317;15;283;1;4.99;20220706;20220708;20220209;198
25326;4;283;1;0.99;20220711;20220714;20220212;150
25327;11;283;1;4.99;20220712;20220713;20220204;45
25343;1;284;1;8.99;20220728;20220803;20220202;144
25349;3;285;1;0.99;20220711;20220713;20220221;73
25352;14;285;1;4.99;20220711;20220717;20220222;143
25361;6;286;1;6.99;20220707;20220712;20220208;169
25365;3;286;1;4.99;20220710;20220717;20220213;156
25386;1;287;1;6.99;20220731;20220809;20220206;151
25391;12;288;1;3.99;20220712;20220719;20220219;65
25396;2;289;1;2.99;20220706;20220707;20220228;30
25397;9;289;1;0.99;20220708;20220710;20220223;20
25405;9;289;1;4.99;20220727;20220730;20220212;135
25412;15;290;1;5.99;20220709;20220717;20220212;134
25413;16;290;1;2.99;20220710;20220715;20220211;18
25417;14;290;1;1.99;20220728;20220805;20220213;85
25418;12;290;1;4.99;20220729;20220802;20220203;61
25428;8;291;1;5.99;20220727;20220804;20220224;102
25438;7;292;1;0.99;20220709;20220710;20220211;72
25444;8;292;1;2.99;20220727;20220801;20220211;66
25449;4;292;1;5.99;20220731;20220807;20220219;200
25457;11;293;1;4.99;20220727;20220731;20220213;109
25459;15;293;1;2.99;20220729;20220806;20220217;141
25460;2;293;1;2.99;20220730;20220802;20220224;168
25464;7;294;1;5.99;20220711;20220718;20220209;42
25473;9;295;1;1.99;20220705;20220709;20220207;177
25476;8;295;1;1.99;20220707;20220715;20220225;82
25478;16;295;1;4.99;20220709;20220709;20220215;33
25486;11;295;1;2.99;20220730;20220804;20220218;12
25492;2;296;1;7.99;20220705;20220713;20220227;78
25505;2;297;1;2.99;20220708;20220712;20220203;109
25511;4;297;1;2.99;20220726;20220802;20220215;76
25512;13;297;1;0.99;20220728;20220730;20220216;87
25523;10;298;1;0.99;20220712;20220717;20220207;114
25538;12;299;1;0.99;20220731;20220808;20220219;109
25540;8;300;1;0.99;20220707;20220708;20220203;4
25544;2;300;1;5.99;20220712;20220719;20220215;4
25553;14;301;1;4.99;20220707;20220714;20220211;45
25576;1;302;1;8.99;20220730;20220806;20220205;101
25577;5;302;1;5.99;20220731;20220805;20220216;117
25586;1;303;1;0.99;20220729;20220801;20220222;41
25598;16;304;1;0.99;20220731;20220801;20220218;91
25601;4;305;1;2.99;20220708;20220710;20220219;33
25608;12;305;1;4.99;20220729;20220731;20220202;35
25609;7;305;1;4.99;20220730;20220803;20220228;26
25610;1;306;1;6.99;20220706;20220713;20220205;184
25615;8;306;1;4.99;20220726;20220730;20220223;52
25619;15;306;1;0.99;20220729;20220802;20220223;55
25621;14;306;1;4.99;20220730;20220802;20220219;186
25634;13;307;1;3.99;20220728;20220803;20220224;89
25635;12;307;1;0.99;20220728;20220731;20220224;76
25648;15;309;1;8.99;20220709;20220718;20220213;83
25650;15;309;1;4.99;20220712;20220717;20220213;193
25657;13;309;1;2.99;20220730;20220805;20220221;93
25661;3;310;1;0.99;20220707;20220712;20220228;32
25663;7;310;1;0.99;20220710;20220711;20220228;4
25665;2;310;1;5.99;20220729;20220804;20220217;189
25685;5;312;1;6.99;20220730;20220803;20220207;35
25694;15;314;1;0.99;20220705;20220708;20220209;174
25696;6;314;1;0.99;20220706;20220707;20220226;46
25713;16;315;1;4.99;20220708;20220716;20220209;66
25715;3;315;1;4.99;20220712;20220716;20220221;10
25721;14;316;1;3.99;20220709;20220716;20220212;104
25722;10;316;1;7.99;20220710;20220717;20220228;146
25724;14;316;1;4.99;20220727;20220731;20220209;20
25729;8;316;1;4.99;20220729;20220805;20220223;72
25737;14;317;1;2.99;20220727;20220729;20220215;165
25740;15;317;1;4.99;20220729;20220802;20220217;66
25741;15;317;1;2.99;20220730;20220803;20220223;138
25748;7;318;1;0.99;20220728;20220729;20220228;145
25750;3;319;1;3.99;20220707;20220713;20220205;16
25751;10;319;1;2.99;20220707;20220713;20220210;113
25752;3;319;1;4.99;20220708;20220709;20220213;135
25754;8;319;1;2.99;20220710;20220711;20220219;86
25759;10;319;1;2.99;20220728;20220805;20220225;111
25764;14;320;1;2.99;20220707;20220710;20220203;181
25784;5;322;1;1.99;20220706;20220711;20220202;38
25788;16;322;1;0.99;20220712;20220713;20220207;173
25794;1;322;1;1.99;20220730;20220807;20220220;175
25810;1;324;1;4.99;20220706;20220708;20220213;193
25811;3;324;1;0.99;20220707;20220710;20220214;100
25813;3;324;1;2.99;20220710;20220711;20220213;157
25819;10;324;1;6.99;20220728;20220803;20220224;72
25824;2;325;1;2.99;20220710;20220712;20220212;193
25826;5;325;1;4.99;20220711;20220717;20220211;36
25831;13;325;1;2.99;20220731;20220803;20220206;9
25838;7;326;1;4.99;20220728;20220806;20220210;117
25841;5;326;1;2.99;20220729;20220802;20220220;109
25844;5;326;1;4.99;20220731;20220808;20220227;116
25845;1;327;1;4.99;20220707;20220716;20220216;30
25849;7;327;1;1.99;20220728;20220802;20220222;144
25861;4;329;1;4.99;20220728;20220805;20220224;6
25871;16;330;1;2.99;20220706;20220709;20220207;94
25874;15;330;1;5.99;20220710;20220717;20220202;195
25882;7;331;1;4.99;20220706;20220707;20220213;127
25907;8;332;1;1.99;20220730;20220806;20220213;89
25920;5;333;1;4.99;20220730;20220804;20220218;194
25929;13;334;1;4.99;20220710;20220712;20220202;10
25932;9;334;1;2.99;20220726;20220728;20220215;84
25938;6;335;1;2.99;20220707;20220714;20220218;165
25941;14;335;1;4.99;20220709;20220712;20220224;91
25951;12;336;1;5.99;20220707;20220713;20220216;116
25969;14;337;1;7.99;20220711;20220720;20220208;127
25988;13;339;1;3.99;20220708;20220715;20220227;11
25990;15;339;1;6.99;20220711;20220718;20220228;68
25992;2;339;1;7.99;20220712;20220721;20220204;91
25999;4;340;1;0.99;20220708;20220711;20220217;32
26011;2;341;1;2.99;20220727;20220805;20220225;144
26021;4;342;1;2.99;20220730;20220808;20220224;116
26041;12;345;1;2.99;20220707;20220710;20220219;198
26046;11;345;1;6.99;20220727;20220803;20220217;108
26047;14;345;1;2.99;20220728;20220731;20220218;19
26049;11;345;1;4.99;20220730;20220731;20220221;183
26066;2;346;1;2.99;20220731;20220801;20220203;172
26071;15;347;1;0.99;20220709;20220713;20220209;89
26088;13;348;1;0.99;20220708;20220714;20220210;71
26089;14;348;1;8.99;20220708;20220716;20220218;116
26090;6;348;1;4.99;20220709;20220711;20220202;83
26091;5;348;1;0.99;20220710;20220711;20220224;148
26094;13;348;1;6.99;20220727;20220805;20220211;130
26095;6;348;1;4.99;20220728;20220806;20220207;59
26099;8;348;1;2.99;20220730;20220802;20220219;11
26108;16;349;1;4.99;20220729;20220731;20220210;8
26121;10;351;1;0.99;20220708;20220709;20220217;94
26122;9;351;1;1.99;20220708;20220712;20220223;84
26124;8;351;1;0.99;20220709;20220712;20220227;128
26126;4;351;1;3.99;20220711;20220719;20220215;137
26162;10;354;1;8.99;20220729;20220806;20220213;67
26168;14;355;1;4.99;20220709;20220711;20220211;31
26178;9;356;1;4.99;20220708;20220711;20220227;152
26197;16;357;1;2.99;20220727;20220731;20220205;190
26198;6;357;1;5.99;20220727;20220804;20220201;142
26200;10;357;1;2.99;20220728;20220730;20220203;166
26205;6;358;1;2.99;20220711;20220713;20220206;110
26209;5;358;1;2.99;20220731;20220807;20220213;28
26214;10;359;1;0.99;20220727;20220802;20220216;88
26223;10;360;1;3.99;20220711;20220720;20220223;95
26228;13;360;1;4.99;20220728;20220731;20220212;26
26230;10;360;1;2.99;20220728;20220731;20220208;3
26236;8;361;1;2.99;20220709;20220714;20220227;49
26249;15;362;1;5.99;20220710;20220719;20220216;163
26262;3;363;1;3.99;20220710;20220716;20220221;186
26266;15;363;1;2.99;20220712;20220714;20220216;166
26269;16;363;1;4.99;20220728;20220804;20220225;198
26272;8;363;1;2.99;20220729;20220801;20220204;116
26275;9;363;1;8.99;20220731;20220809;20220211;179
26276;9;364;1;4.99;20220706;20220710;20220224;116
26277;10;364;1;4.99;20220706;20220709;20220216;33
26280;4;364;1;10.99;20220710;20220719;20220219;125
26283;2;364;1;0.99;20220731;20220801;20220209;33
26284;2;365;1;1.99;20220708;20220712;20220204;129
26286;2;365;1;7.99;20220727;20220805;20220210;105
26287;12;365;1;4.99;20220728;20220731;20220217;15
26311;2;366;1;2.99;20220730;20220804;20220221;110
26313;16;366;1;2.99;20220731;20220807;20220218;31
26319;8;367;1;0.99;20220712;20220719;20220206;141
26321;3;367;1;0.99;20220729;20220805;20220227;54
26324;13;367;1;4.99;20220731;20220803;20220201;17
26326;2;368;1;0.99;20220707;20220710;20220222;118
26342;14;369;1;2.99;20220710;20220715;20220206;160
26351;12;370;1;0.99;20220726;20220730;20220228;64
26356;11;370;1;0.99;20220731;20220802;20220224;104
26370;1;372;1;2.99;20220709;20220710;20220224;6
26371;9;372;1;2.99;20220709;20220715;20220208;18
26374;6;372;1;4.99;20220712;20220720;20220216;148
26382;3;372;1;2.99;20220729;20220731;20220224;102
26383;11;372;1;8.99;20220729;20220807;20220208;129
26386;5;373;1;4.99;20220706;20220715;20220216;188
26388;7;373;1;5.99;20220709;20220714;20220222;6
26389;9;373;1;3.99;20220711;20220718;20220221;137
26392;3;373;1;0.99;20220727;20220731;20220203;187
26398;1;373;1;0.99;20220730;20220804;20220223;23
26405;8;374;1;3.99;20220710;20220716;20220222;146
26410;3;374;1;0.99;20220730;20220731;20220203;63
26416;5;375;1;2.99;20220730;20220806;20220213;62
26419;13;376;1;8.99;20220707;20220716;20220207;20
26433;8;377;1;0.99;20220707;20220709;20220210;48
26437;3;377;1;1.99;20220728;20220803;20220219;31
26440;7;377;1;3.99;20220730;20220805;20220211;38
26444;5;378;1;4.99;20220706;20220710;20220225;93
26447;2;378;1;1.99;20220711;20220715;20220227;183
26467;9;380;1;2.99;20220728;20220730;20220208;19
26472;16;381;1;0.99;20220706;20220708;20220207;49
26474;7;381;1;0.99;20220708;20220713;20220214;83
26493;6;382;1;4.99;20220730;20220801;20220206;149
26513;11;385;1;8.99;20220706;20220715;20220218;31
26535;1;386;1;0.99;20220731;20220801;20220211;141
26537;10;387;1;4.99;20220711;20220713;20220203;123
26540;7;387;1;0.99;20220727;20220730;20220217;97
26545;13;388;1;2.99;20220711;20220714;20220215;117
26552;3;388;1;2.99;20220731;20220805;20220208;87
26569;5;390;1;5.99;20220708;20220714;20220203;172
26608;1;393;1;4.99;20220728;20220730;20220210;197
26615;14;394;1;6.99;20220707;20220716;20220212;83
26623;5;395;1;5.99;20220707;20220713;20220210;9
26625;15;395;1;0.99;20220709;20220710;20220216;67
26630;4;396;1;1.99;20220709;20220715;20220205;177
26633;5;396;1;2.99;20220712;20220717;20220210;185
26637;3;396;1;2.99;20220729;20220801;20220203;107
26640;6;396;1;0.99;20220731;20220803;20220223;139
26657;1;398;1;4.99;20220728;20220802;20220216;48
26660;15;398;1;5.99;20220730;20220805;20220228;51
26661;3;398;1;1.99;20220731;20220804;20220218;38
26665;16;399;1;2.99;20220711;20220717;20220205;154
26669;9;399;1;2.99;20220731;20220803;20220211;105
26670;16;400;1;6.99;20220708;20220715;20220223;181
26683;1;401;1;0.99;20220710;20220712;20220211;154
26686;7;401;1;2.99;20220729;20220801;20220225;50
26698;13;402;1;3.99;20220711;20220717;20220224;170
26700;14;402;1;7.99;20220729;20220807;20220216;145
26709;14;403;1;4.99;20220727;20220729;20220204;20
26729;4;405;1;0.99;20220707;20220710;20220228;161
26732;7;405;1;0.99;20220709;20220710;20220205;89
26750;13;406;1;2.99;20220729;20220730;20220221;3
26760;9;407;1;9.99;20220710;20220719;20220219;76
26767;10;407;1;0.99;20220729;20220803;20220204;51
26776;15;408;1;4.99;20220728;20220803;20220217;40
26781;8;409;1;5.99;20220706;20220715;20220216;189
26785;1;409;1;0.99;20220709;20220715;20220206;21
26792;2;409;1;4.99;20220728;20220731;20220217;126
26801;9;410;1;2.99;20220709;20220711;20220214;180
26817;2;411;1;2.99;20220727;20220803;20220203;181
26827;7;412;1;0.99;20220729;20220731;20220228;196
26849;1;415;1;3.99;20220712;20220717;20220227;55
26851;5;415;1;0.99;20220727;20220730;20220216;34
26860;6;416;1;0.99;20220728;20220730;20220215;129
26877;9;418;1;4.99;20220711;20220715;20220202;74
26882;15;418;1;4.99;20220731;20220806;20220202;62
26885;11;419;1;0.99;20220707;20220710;20220205;8
26889;2;419;1;0.99;20220710;20220712;20220223;101
26893;14;419;1;2.99;20220727;20220730;20220211;70
26908;14;421;1;5.99;20220706;20220713;20220210;111
26913;16;421;1;4.99;20220727;20220801;20220217;135
26920;14;422;1;4.99;20220706;20220708;20220224;125
26924;7;422;1;0.99;20220728;20220731;20220226;171
26932;16;423;1;2.99;20220727;20220801;20220211;167
26939;12;423;1;2.99;20220730;20220801;20220220;175
26953;7;424;1;8.99;20220730;20220807;20220204;118
26955;1;424;1;6.99;20220731;20220805;20220206;24
26956;11;425;1;4.99;20220706;20220710;20220217;55
26970;1;425;1;2.99;20220731;20220804;20220209;21
26992;5;427;1;5.99;20220729;20220807;20220224;84
26995;12;428;1;5.99;20220706;20220715;20220209;46
26998;7;428;1;5.99;20220712;20220718;20220208;74
27000;1;428;1;2.99;20220728;20220802;20220223;9
27008;7;429;1;6.99;20220726;20220802;20220212;186
27022;4;431;1;2.99;20220708;20220713;20220213;113
27024;15;431;1;4.99;20220728;20220801;20220201;54
27028;15;432;1;2.99;20220709;20220712;20220217;86
27040;10;433;1;7.99;20220708;20220716;20220221;6
27053;1;434;1;6.99;20220708;20220717;20220202;177
27073;12;436;1;0.99;20220708;20220710;20220204;57
27082;9;436;1;5.99;20220731;20220809;20220205;6
27089;9;437;1;6.99;20220710;20220719;20220203;131
27100;2;438;1;3.99;20220712;20220721;20220209;25
27107;5;438;1;0.99;20220731;20220806;20220223;55
27108;2;439;1;5.99;20220706;20220715;20220218;177
27111;3;439;1;5.99;20220710;20220714;20220226;189
27119;8;439;1;6.99;20220730;20220806;20220211;129
27121;7;440;1;7.99;20220708;20220716;20220204;12
27128;10;440;1;9.99;20220728;20220806;20220205;145
27131;11;440;1;4.99;20220731;20220803;20220201;122
27132;15;441;1;0.99;20220706;20220708;20220204;133
27139;13;441;1;4.99;20220712;20220713;20220202;19
27140;4;441;1;5.99;20220726;20220730;20220218;53
27156;2;442;1;2.99;20220712;20220715;20220212;12
27160;2;442;1;2.99;20220728;20220802;20220213;51
27161;7;442;1;4.99;20220729;20220805;20220210;112
27167;16;443;1;4.99;20220712;20220714;20220211;104
27174;6;443;1;5.99;20220731;20220806;20220221;140
27178;1;444;1;2.99;20220710;20220717;20220206;102
27190;9;445;1;0.99;20220730;20220802;20220228;96
27204;9;446;1;4.99;20220729;20220801;20220223;5
27205;4;446;1;4.99;20220729;20220801;20220205;73
27209;9;446;1;0.99;20220730;20220803;20220204;112
27220;1;447;1;6.99;20220730;20220804;20220214;163
27246;9;451;1;4.99;20220706;20220713;20220217;91
27253;8;452;1;3.99;20220706;20220713;20220220;41
27262;9;452;1;2.99;20220726;20220727;20220216;21
27274;11;453;1;6.99;20220730;20220807;20220228;12
27290;6;455;1;6.99;20220709;20220716;20220224;136
27292;11;455;1;4.99;20220727;20220801;20220226;60
27300;14;456;1;0.99;20220711;20220715;20220217;76
27303;11;457;1;5.99;20220708;20220715;20220220;24
27304;12;457;1;0.99;20220709;20220715;20220213;28
27308;2;457;1;2.99;20220729;20220730;20220218;40
27311;1;458;1;2.99;20220709;20220718;20220228;154
27318;7;458;1;0.99;20220728;20220801;20220209;86
27319;11;459;1;2.99;20220705;20220707;20220224;193
27328;5;459;1;5.99;20220728;20220805;20220208;180
27332;8;459;1;2.99;20220730;20220801;20220221;106
27340;11;460;1;4.99;20220712;20220714;20220226;85
27343;14;460;1;3.99;20220728;20220802;20220203;164
27351;7;461;1;0.99;20220728;20220801;20220211;162
27356;16;462;1;4.99;20220708;20220715;20220212;108
27357;13;462;1;3.99;20220708;20220713;20220210;85
27370;3;462;1;2.99;20220729;20220802;20220215;161
27383;5;464;1;5.99;20220707;20220714;20220217;120
27384;12;464;1;6.99;20220709;20220718;20220208;14
27388;10;465;1;0.99;20220708;20220715;20220221;161
27401;7;467;1;4.99;20220709;20220718;20220213;192
27411;7;468;1;2.99;20220706;20220714;20220225;30
27413;4;468;1;3.99;20220707;20220714;20220219;23
27415;8;468;1;2.99;20220709;20220716;20220212;106
27420;8;468;1;0.99;20220728;20220731;20220210;35
27424;14;468;1;6.99;20220731;20220806;20220216;138
27432;9;469;1;0.99;20220711;20220713;20220204;160
27435;2;469;1;3.99;20220726;20220802;20220202;52
27441;3;469;1;2.99;20220730;20220804;20220202;114
27445;15;470;1;4.99;20220706;20220714;20220220;42
27460;14;471;1;0.99;20220706;20220710;20220226;200
27462;6;471;1;2.99;20220711;20220713;20220211;137
27465;2;471;1;0.99;20220728;20220804;20220205;82
27473;5;472;1;5.99;20220711;20220719;20220205;186
27479;16;473;1;4.99;20220706;20220708;20220205;65
27485;5;473;1;4.99;20220727;20220729;20220204;77
27488;14;473;1;7.99;20220728;20220805;20220224;124
27489;3;473;1;4.99;20220730;20220731;20220226;133
27490;5;473;1;8.99;20220730;20220808;20220218;132
27497;15;474;1;4.99;20220708;20220709;20220228;22
27500;1;474;1;2.99;20220730;20220801;20220227;151
27504;6;475;1;0.99;20220709;20220710;20220219;137
27505;8;475;1;0.99;20220709;20220714;20220210;91
27509;10;475;1;7.99;20220728;20220804;20220216;14
27518;13;476;1;4.99;20220707;20220714;20220205;118
27542;15;479;1;6.99;20220706;20220713;20220227;35
27545;11;479;1;0.99;20220709;20220711;20220204;9
27554;11;479;1;8.99;20220730;20220805;20220215;33
27574;10;481;1;6.99;20220728;20220804;20220208;88
27580;4;482;1;4.99;20220709;20220711;20220227;81
27584;1;482;1;8.99;20220711;20220720;20220212;104
27592;5;483;1;4.99;20220712;20220715;20220216;7
27593;15;483;1;9.99;20220712;20220721;20220218;124
27598;12;483;1;4.99;20220729;20220806;20220218;191
27599;10;484;1;4.99;20220707;20220708;20220221;24
27600;2;484;1;2.99;20220709;20220717;20220227;22
27609;7;484;1;0.99;20220729;20220801;20220220;187
27610;15;484;1;5.99;20220730;20220805;20220204;183
27618;3;485;1;2.99;20220708;20220714;20220208;70
27644;10;487;1;1.99;20220706;20220713;20220223;196
27647;6;487;1;2.99;20220726;20220730;20220208;73
27648;16;487;1;2.99;20220727;20220731;20220225;175
27653;1;487;1;4.99;20220729;20220801;20220210;40
27663;7;488;1;2.99;20220728;20220729;20220228;48
27677;11;490;1;5.99;20220708;20220715;20220202;84
27693;15;491;1;3.99;20220727;20220802;20220206;36
27694;14;491;1;6.99;20220727;20220804;20220226;170
27698;16;491;1;4.99;20220731;20220802;20220215;3
27703;4;492;1;0.99;20220710;20220712;20220225;24
27704;11;492;1;2.99;20220711;20220714;20220218;106
27709;16;493;1;4.99;20220712;20220713;20220204;130
27717;16;494;1;3.99;20220707;20220711;20220216;14
27720;8;494;1;4.99;20220709;20220711;20220201;27
