Time_PK	Date	AnneeCode	Année	SemestreCode	Semestre	TrimestreCode	Trimestre	MoisCode	Mois	SemaineCode	Semaine
19780620	20/06/1978	19780101	1978	19780101	Semestre 1	19780401	Trimestre 2	19780601	Juin	19780618	Semaine 25
19780621	21/06/1978	19780101	1978	19780101	Semestre 1	19780401	Trimestre 2	19780601	Juin	19780618	Semaine 25
19780622	22/06/1978	19780101	1978	19780101	Semestre 1	19780401	Trimestre 2	19780601	Juin	19780618	Semaine 25
19780623	23/06/1978	19780101	1978	19780101	Semestre 1	19780401	Trimestre 2	19780601	Juin	19780618	Semaine 25
19780624	24/06/1978	19780101	1978	19780101	Semestre 1	19780401	Trimestre 2	19780601	Juin	19780618	Semaine 25
19780625	25/06/1978	19780101	1978	19780101	Semestre 1	19780401	Trimestre 2	19780601	Juin	19780625	Semaine 26
19780626	26/06/1978	19780101	1978	19780101	Semestre 1	19780401	Trimestre 2	19780601	Juin	19780625	Semaine 26
19780627	27/06/1978	19780101	1978	19780101	Semestre 1	19780401	Trimestre 2	19780601	Juin	19780625	Semaine 26
19780628	28/06/1978	19780101	1978	19780101	Semestre 1	19780401	Trimestre 2	19780601	Juin	19780625	Semaine 26
19780629	29/06/1978	19780101	1978	19780101	Semestre 1	19780401	Trimestre 2	19780601	Juin	19780625	Semaine 26
19780630	30/06/1978	19780101	1978	19780101	Semestre 1	19780401	Trimestre 2	19780601	Juin	19780625	Semaine 26
19780701	01/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780625	Semaine 26
19780702	02/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780702	Semaine 27
19780703	03/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780702	Semaine 27
19780704	04/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780702	Semaine 27
19780705	05/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780702	Semaine 27
19780706	06/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780702	Semaine 27
19780707	07/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780702	Semaine 27
19780708	08/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780702	Semaine 27
19780709	09/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780709	Semaine 28
19780710	10/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780709	Semaine 28
19780711	11/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780709	Semaine 28
19780712	12/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780709	Semaine 28
19780713	13/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780709	Semaine 28
19780714	14/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780709	Semaine 28
19780715	15/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780709	Semaine 28
19780716	16/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780716	Semaine 29
19780717	17/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780716	Semaine 29
19780718	18/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780716	Semaine 29
19780719	19/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780716	Semaine 29
19780720	20/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780716	Semaine 29
19780721	21/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780716	Semaine 29
19780722	22/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780716	Semaine 29
19780723	23/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780723	Semaine 30
19780724	24/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780723	Semaine 30
19780725	25/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780723	Semaine 30
19780726	26/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780723	Semaine 30
19780727	27/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780723	Semaine 30
19780728	28/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780723	Semaine 30
19780729	29/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780723	Semaine 30
19780730	30/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780730	Semaine 31
19780731	31/07/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780701	Juillet	19780730	Semaine 31
19780801	01/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780730	Semaine 31
19780802	02/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780730	Semaine 31
19780803	03/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780730	Semaine 31
19780804	04/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780730	Semaine 31
19780805	05/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780730	Semaine 31
19780806	06/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780806	Semaine 32
19780807	07/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780806	Semaine 32
19780808	08/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780806	Semaine 32
19780809	09/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780806	Semaine 32
19780810	10/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780806	Semaine 32
19780811	11/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780806	Semaine 32
19780812	12/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780806	Semaine 32
19780813	13/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780813	Semaine 33
19780814	14/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780813	Semaine 33
19780815	15/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780813	Semaine 33
19780816	16/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780813	Semaine 33
19780817	17/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780813	Semaine 33
19780818	18/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780813	Semaine 33
19780819	19/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780813	Semaine 33
19780820	20/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780820	Semaine 34
19780821	21/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780820	Semaine 34
19780822	22/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780820	Semaine 34
19780823	23/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780820	Semaine 34
19780824	24/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780820	Semaine 34
19780825	25/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780820	Semaine 34
19780826	26/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780820	Semaine 34
19780827	27/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780827	Semaine 35
19780828	28/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780827	Semaine 35
19780829	29/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780827	Semaine 35
19780830	30/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780827	Semaine 35
19780831	31/08/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780801	Août	19780827	Semaine 35
19780901	01/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780827	Semaine 35
19780902	02/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780827	Semaine 35
19780903	03/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780903	Semaine 36
19780904	04/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780903	Semaine 36
19780905	05/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780903	Semaine 36
19780906	06/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780903	Semaine 36
19780907	07/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780903	Semaine 36
19780908	08/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780903	Semaine 36
19780909	09/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780903	Semaine 36
19780910	10/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780910	Semaine 37
19780911	11/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780910	Semaine 37
19780912	12/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780910	Semaine 37
19780913	13/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780910	Semaine 37
19780914	14/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780910	Semaine 37
19780915	15/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780910	Semaine 37
19780916	16/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780910	Semaine 37
19780917	17/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780917	Semaine 38
19780918	18/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780917	Semaine 38
19780919	19/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780917	Semaine 38
19780920	20/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780917	Semaine 38
19780921	21/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780917	Semaine 38
19780922	22/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780917	Semaine 38
19780923	23/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780917	Semaine 38
19780924	24/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780924	Semaine 39
19780925	25/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780924	Semaine 39
19780926	26/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780924	Semaine 39
19780927	27/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780924	Semaine 39
19780928	28/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780924	Semaine 39
19780929	29/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780924	Semaine 39
19780930	30/09/1978	19780101	1978	19780701	Semestre 2	19780701	Trimestre 3	19780901	Septembre	19780924	Semaine 39
19781001	01/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781001	Semaine 40
19781002	02/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781001	Semaine 40
19781003	03/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781001	Semaine 40
19781004	04/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781001	Semaine 40
19781005	05/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781001	Semaine 40
19781006	06/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781001	Semaine 40
19781007	07/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781001	Semaine 40
19781008	08/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781008	Semaine 41
19781009	09/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781008	Semaine 41
19781010	10/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781008	Semaine 41
19781011	11/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781008	Semaine 41
19781012	12/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781008	Semaine 41
19781013	13/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781008	Semaine 41
19781014	14/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781008	Semaine 41
19781015	15/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781015	Semaine 42
19781016	16/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781015	Semaine 42
19781017	17/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781015	Semaine 42
19781018	18/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781015	Semaine 42
19781019	19/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781015	Semaine 42
19781020	20/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781015	Semaine 42
19781021	21/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781015	Semaine 42
19781022	22/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781022	Semaine 43
19781023	23/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781022	Semaine 43
19781024	24/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781022	Semaine 43
19781025	25/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781022	Semaine 43
19781026	26/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781022	Semaine 43
19781027	27/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781022	Semaine 43
19781028	28/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781022	Semaine 43
19781029	29/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781029	Semaine 44
19781030	30/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781029	Semaine 44
19781031	31/10/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781001	Octobre	19781029	Semaine 44
19781101	01/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781029	Semaine 44
19781102	02/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781029	Semaine 44
19781103	03/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781029	Semaine 44
19781104	04/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781029	Semaine 44
19781105	05/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781105	Semaine 45
19781106	06/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781105	Semaine 45
19781107	07/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781105	Semaine 45
19781108	08/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781105	Semaine 45
19781109	09/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781105	Semaine 45
19781110	10/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781105	Semaine 45
19781111	11/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781105	Semaine 45
19781112	12/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781112	Semaine 46
19781113	13/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781112	Semaine 46
19781114	14/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781112	Semaine 46
19781115	15/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781112	Semaine 46
19781116	16/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781112	Semaine 46
19781117	17/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781112	Semaine 46
19781118	18/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781112	Semaine 46
19781119	19/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781119	Semaine 47
19781120	20/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781119	Semaine 47
19781121	21/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781119	Semaine 47
19781122	22/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781119	Semaine 47
19781123	23/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781119	Semaine 47
19781124	24/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781119	Semaine 47
19781125	25/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781119	Semaine 47
19781126	26/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781126	Semaine 48
19781127	27/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781126	Semaine 48
19781128	28/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781126	Semaine 48
19781129	29/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781126	Semaine 48
19781130	30/11/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781101	Novembre	19781126	Semaine 48
19781201	01/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781126	Semaine 48
19781202	02/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781126	Semaine 48
19781203	03/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781203	Semaine 49
19781204	04/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781203	Semaine 49
19781205	05/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781203	Semaine 49
19781206	06/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781203	Semaine 49
19781207	07/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781203	Semaine 49
19781208	08/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781203	Semaine 49
19781209	09/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781203	Semaine 49
19781210	10/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781210	Semaine 50
19781211	11/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781210	Semaine 50
19781212	12/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781210	Semaine 50
19781213	13/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781210	Semaine 50
19781214	14/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781210	Semaine 50
19781215	15/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781210	Semaine 50
19781216	16/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781210	Semaine 50
19781217	17/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781217	Semaine 51
19781218	18/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781217	Semaine 51
19781219	19/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781217	Semaine 51
19781220	20/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781217	Semaine 51
19781221	21/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781217	Semaine 51
19781222	22/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781217	Semaine 51
19781223	23/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781217	Semaine 51
19781224	24/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781224	Semaine 52
19781225	25/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781224	Semaine 52
19781226	26/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781224	Semaine 52
19781227	27/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781224	Semaine 52
19781228	28/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781224	Semaine 52
19781229	29/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781224	Semaine 52
19781230	30/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781224	Semaine 52
19781231	31/12/1978	19780101	1978	19780701	Semestre 2	19781001	Trimestre 4	19781201	Décembre	19781231	Semaine 53
19790101	01/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790101	Semaine 1
19790102	02/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790101	Semaine 1
19790103	03/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790101	Semaine 1
19790104	04/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790101	Semaine 1
19790105	05/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790101	Semaine 1
19790106	06/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790101	Semaine 1
19790107	07/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790107	Semaine 2
19790108	08/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790107	Semaine 2
19790109	09/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790107	Semaine 2
19790110	10/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790107	Semaine 2
19790111	11/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790107	Semaine 2
19790112	12/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790107	Semaine 2
19790113	13/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790107	Semaine 2
19790114	14/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790114	Semaine 3
19790115	15/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790114	Semaine 3
19790116	16/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790114	Semaine 3
19790117	17/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790114	Semaine 3
19790118	18/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790114	Semaine 3
19790119	19/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790114	Semaine 3
19790120	20/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790114	Semaine 3
19790121	21/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790121	Semaine 4
19790122	22/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790121	Semaine 4
19790123	23/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790121	Semaine 4
19790124	24/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790121	Semaine 4
19790125	25/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790121	Semaine 4
19790126	26/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790121	Semaine 4
19790127	27/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790121	Semaine 4
19790128	28/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790128	Semaine 5
19790129	29/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790128	Semaine 5
19790130	30/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790128	Semaine 5
19790131	31/01/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790101	Janvier	19790128	Semaine 5
19790201	01/02/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790201	Février	19790128	Semaine 5
19790202	02/02/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790201	Février	19790128	Semaine 5
19790203	03/02/1979	19790101	1979	19790101	Semestre 1	19790101	Trimestre 1	19790201	Février	19790128	Semaine 5
